Temps;PT100_1CH1;PT100_2CH1;PT100_3CH1;PT100_4CH1;SetpointCH1;StartCH1;StandbyCH1;HeaterCH1;Aero_fan_on_CH1;Valve_CH1_open%;Pinch_CH1;Air_CH1;M111_speed;M112_speed;M113_speed;Oxygen_CH1;Cold1_voltage;Door1;PT100_1CH2;PT100_2CH2;PT100_3CH2;PT100_4CH2;SetpointCH2;StartCH2;StandbyCH2;HeaterCH2;Aero_fan_on_CH2;Valve_CH2_open%;Pinch_CH2;Air_CH2;M121_speed;M122_speed;M123_speed;Oxygen_CH2;Cold2_voltage;Door2;PT100_1CH3;PT100_2CH3;PT100_3CH3;PT100_4CH3;SetpointCH3;StartCH3;StandbyCH3;HeaterCH3;Aero_fan_on_CH3;Valve_CH3_open%;Pinch_CH3;Air_CH3;M131_speed;M132_speed;M133_speed;Oxygen_CH3;Cold3_voltage;Door3;SV_110;Systempressure;Outside_T;Vessel_Level;DoorClosed;Running_hours;Running_minutes;Trip_hours;Trip_minutes;Boiler_on;Lin_voltage;Truck_voltage;Bat_separator;Alarm_list2020/10/22 13:15:14;24,8;24,3;24,8;25,2;-23;1;0;0;0;100;0;0;860;895;0;20,5;24,6;0;25,2;24,5;25,3;25,4;-23;1;0;0;0;100;0;0;875;0;0;20,7;24,7;0;24,8;24,4;24,3;24,7;-23;1;0;0;0;100;0;0;845;900;0;20,8;24,4;0;0;0;2000,0;0;1;3;5;0;0;0;24,7;00,0;0;0
2020/10/22 13:20:44;24,6;23,1;18,7;19,2;-23;1;0;0;0;70;0;0;1380;1455;0;20,5;24,0;0;24,5;23,2;21,3;20,6;-23;1;0;0;0;40;0;0;1410;0;0;20,7;24,2;0;24,8;24,9;22,6;22,9;-23;1;0;0;0;70;0;0;1355;1480;0;20,8;23,9;0;1;3078;2000,0;0;1;3;10;0;6;0;24,2;00,0;0;0
2020/10/22 13:21:14;24,2;22,8;18,5;18,1;-23;1;0;0;0;70;0;0;1370;1455;0;20,5;24,0;0;24,2;22,7;20,6;19,9;-23;1;0;0;0;40;0;0;1415;0;0;20,7;24,2;0;24,8;24,2;20,8;21,0;-23;1;0;0;0;70;0;0;1355;1480;0;20,8;23,9;0;1;3043;2000,0;0;1;3;11;0;6;0;24,2;00,0;0;0
2020/10/22 13:21:44;23,8;22,5;18,2;17,6;-23;1;0;0;0;70;0;0;1375;1455;0;20,5;23,9;0;24,0;22,3;20,3;19,7;-23;1;0;0;0;40;0;0;1420;0;0;20,7;24,1;0;24,2;23,7;19,6;19,7;-23;1;0;0;0;70;0;0;1355;1480;0;20,8;23,9;0;1;3061;2000,0;0;1;3;11;0;7;0;24,2;00,0;0;0
2020/10/22 13:22:14;23,5;22,2;17,7;17,1;-23;1;0;0;0;70;0;0;1375;1455;0;20,5;24,0;0;23,6;21,9;19,9;19,2;-23;1;0;0;0;40;0;0;1420;0;0;20,7;24,2;0;24,1;23,0;18,6;18,5;-23;1;0;0;0;70;0;0;1360;1480;0;20,8;23,7;0;1;3060;2000,0;0;1;3;12;0;7;0;24,2;00,0;0;0
2020/10/22 13:22:44;23,2;22,1;17,2;16,4;-23;1;0;0;0;70;0;0;1375;1455;0;20,5;24,1;0;23,5;21,6;19,4;18,9;-23;1;0;0;0;40;0;0;1420;0;0;20,7;24,1;0;23,4;22,5;17,9;17,5;-23;1;0;0;0;70;0;0;1355;1475;0;20,8;23,8;0;1;3069;2000,0;0;1;3;12;0;8;0;24,2;00,0;0;0
2020/10/22 13:23:14;22,9;21,6;17,0;15,7;-23;1;0;0;0;70;0;0;1375;1455;0;20,5;24,0;0;23,2;21,3;19,1;18,4;-23;1;0;0;0;40;0;0;1415;0;0;20,7;24,2;0;23,3;22,1;17,3;16,6;-23;1;0;0;0;70;0;0;1355;1475;0;20,8;23,9;0;1;3065;2000,0;0;1;3;12;0;8;0;24,2;00,0;0;0
2020/10/22 13:23:44;22,4;21,3;16,7;15,1;-23;1;0;0;0;70;0;0;1375;1455;0;20,5;23,9;0;22,8;20,9;18,8;18,1;-23;1;0;0;0;40;0;0;1420;0;0;20,7;24,2;0;22,8;21,6;16,8;15,8;-23;1;0;0;0;70;0;0;1350;1475;0;20,8;23,7;0;1;3063;2000,0;0;1;3;13;0;9;0;24,2;00,0;0;0
2020/10/22 13:24:14;22,2;20,8;16,3;14,7;-23;1;0;0;0;70;0;0;1375;1445;0;20,5;24,0;0;22,4;20,5;18,3;17,7;-23;1;0;0;0;40;0;0;1415;0;0;20,8;24,2;0;22,6;21,2;16,4;15,3;-23;1;0;0;0;70;0;0;1350;1470;0;20,8;23,6;0;1;3078;2000,0;0;1;3;13;0;9;0;24,2;00,0;0;0
2020/10/22 13:24:44;21,9;20,6;16,0;14,2;-23;1;0;0;0;70;0;0;1375;1440;0;20,5;24,1;0;22,1;20,3;18,0;17,4;-23;1;0;0;0;40;0;0;1410;0;0;20,7;24,2;0;22,3;20,9;16,0;15,0;-23;1;0;0;0;70;0;0;1345;1475;0;20,8;23,7;0;1;3060;2000,0;0;1;3;14;0;10;0;24,2;00,0;0;0
2020/10/22 13:25:14;21,6;20,3;15,6;13,7;-23;1;0;0;0;70;0;0;1375;1440;0;20,5;24,0;0;22,0;20,1;17,8;17,0;-23;1;0;0;0;40;0;0;1415;0;0;20,7;24,1;0;22,0;20,4;15,7;14,6;-23;1;0;0;0;70;0;0;1340;1470;0;20,8;23,7;0;1;3067;2000,0;0;1;3;14;0;10;0;24,2;00,0;0;0
2020/10/22 13:25:44;21,2;19,8;15,2;13,1;-23;1;0;0;0;70;0;0;1370;1435;0;20,5;24,0;0;21,8;19,7;17,6;16,6;-23;1;0;0;0;40;0;0;1420;0;0;20,7;24,1;0;21,8;20,2;15,3;14,1;-23;1;0;0;0;70;0;0;1340;1470;0;20,8;23,7;0;1;3067;2000,0;0;1;3;15;0;11;0;24,2;00,0;0;0
2020/10/22 13:26:14;21,1;19,7;15,0;12,8;-23;1;0;0;0;70;0;0;1370;1435;0;20,5;24,0;0;21,5;19,4;17,1;16,3;-23;1;0;0;0;40;0;0;1415;0;0;20,7;24,1;0;21,5;19,9;15,1;13,8;-23;1;0;0;0;70;0;0;1340;1465;0;20,8;23,7;0;1;3061;2000,0;0;1;3;15;0;11;0;24,2;00,0;0;0
2020/10/22 13:26:44;20,8;19,5;14,9;12,2;-23;1;0;0;0;70;0;0;1375;1440;0;20,5;24,0;0;21,3;19,0;16,8;16,0;-23;1;0;0;0;40;0;0;1410;0;0;20,7;24,1;0;21,0;19,6;14,8;13,2;-23;1;0;0;0;70;0;0;1340;1465;0;20,8;23,7;0;1;3065;2000,0;0;1;3;16;0;12;0;24,2;00,0;0;0
2020/10/22 13:27:14;20,5;19,1;14,4;11,9;-23;1;0;0;0;70;0;0;1370;1435;0;20,5;24,1;0;21,0;18,8;16,6;15,9;-23;1;0;0;0;40;0;0;1405;0;0;20,7;24,2;0;20,9;19,4;14,6;13,0;-23;1;0;0;0;70;0;0;1340;1460;0;20,8;23,7;0;1;3054;2000,0;0;1;3;16;0;12;0;24,2;00,0;0;0
2020/10/22 13:27:44;20,2;18,8;14,2;11,4;-23;1;0;0;0;70;0;0;1375;1440;0;20,5;24,0;0;20,6;18,5;16,3;15,4;-23;1;0;0;0;40;0;0;1400;0;0;20,7;24,0;0;20,4;19,1;14,4;12,6;-23;1;0;0;0;70;0;0;1340;1460;0;20,8;23,8;0;1;3054;2000,0;0;1;3;17;0;13;0;24,2;00,0;0;0
2020/10/22 13:28:14;20,0;18,8;13,9;11,1;-23;1;0;0;0;70;0;0;1375;1435;0;20,5;23,9;0;20,5;18,2;16,0;15,2;-23;1;0;0;0;40;0;0;1400;0;0;20,7;24,2;0;20,4;18,9;13,9;12,4;-23;1;0;0;0;70;0;0;1335;1460;0;20,8;23,7;0;1;3054;2000,0;0;1;3;17;0;13;0;24,2;00,0;0;0
2020/10/22 13:28:44;19,8;18,6;13,5;10,7;-23;1;0;0;0;70;0;0;1370;1440;0;20,5;23,9;0;20,3;18,1;15,9;14,8;-23;1;0;0;0;40;0;0;1400;0;0;20,7;24,2;0;20,2;18,5;13,7;12,1;-23;1;0;0;0;70;0;0;1335;1460;0;20,8;23,9;0;1;3054;2000,0;0;1;3;18;0;14;0;24,2;00,0;0;0
2020/10/22 13:29:14;19,3;18,2;13,3;10,3;-23;1;0;0;0;70;0;0;1360;1440;0;20,5;23,9;0;20,1;17,8;15,6;14,6;-23;1;0;0;0;40;0;0;1400;0;0;20,7;24,2;0;20,0;18,1;13,5;11,6;-23;1;0;0;0;70;0;0;1335;1455;0;20,8;23,9;0;1;3052;2000,0;0;1;3;18;0;14;0;24,2;00,0;0;0
2020/10/22 13:29:44;19,5;17,9;13,0;10,1;-23;1;0;0;0;70;0;0;1360;1440;0;20,5;24,1;0;20,0;17,6;15,3;14,5;-23;1;0;0;0;40;0;0;1395;0;0;20,7;24,2;0;19,8;18,0;13,1;11,4;-23;1;0;0;0;70;0;0;1340;1455;0;20,8;23,6;0;1;3046;2000,0;0;1;3;19;0;15;0;24,1;00,0;0;0
2020/10/22 13:30:14;19,1;17,7;12,8;9,7;-23;1;0;0;0;70;0;0;1360;1440;0;20,5;24,0;0;19,7;17,4;15,1;14,1;-23;1;0;0;0;40;0;0;1400;0;0;20,7;24,1;0;19,5;17,7;12,9;11,1;-23;1;0;0;0;70;0;0;1340;1460;0;20,8;23,7;0;1;3048;2000,0;0;1;3;19;0;15;0;24,2;00,0;0;0
2020/10/22 13:30:44;19,0;17,4;12,7;9,4;-23;1;0;0;0;70;0;0;1355;1435;0;20,5;24,2;0;19,4;17,1;14,8;13,7;-23;1;0;0;0;40;0;0;1400;0;0;20,7;24,2;0;19,3;17,7;12,7;10,8;-23;1;0;0;0;70;0;0;1340;1460;0;20,8;23,8;0;1;3052;2000,0;0;1;3;20;0;15;0;24,2;00,0;0;0
2020/10/22 13:31:14;18,8;17,5;12,3;9,0;-23;1;0;0;0;70;0;0;1355;1435;0;20,5;24,1;0;19,2;16,9;14,5;13,6;-23;1;0;0;0;40;0;0;1400;0;0;20,7;24,2;0;19,2;17,4;12,4;10,5;-23;1;0;0;0;70;0;0;1340;1455;0;20,8;23,7;0;1;3048;2000,0;0;1;3;20;0;16;0;24,2;00,0;0;0
2020/10/22 13:31:44;18,7;17,2;12,1;8,7;-23;1;0;0;0;70;0;0;1360;1435;0;20,5;24,1;0;19,0;16,8;14,4;13,3;-23;1;0;0;0;40;0;0;1400;0;0;20,7;24,1;0;19,2;17,2;12,2;10,1;-23;1;0;0;0;70;0;0;1340;1465;0;20,8;23,8;0;1;3054;2000,0;0;1;3;21;0;16;0;24,2;00,0;0;0
2020/10/22 13:32:14;18,3;16,9;11,8;8,4;-23;1;0;0;0;70;0;0;1360;1435;0;20,5;24,0;0;18,8;16,4;14,1;13,1;-23;1;0;0;0;40;0;0;1400;0;0;20,7;24,3;0;18,8;16,9;11,9;9,9;-23;1;0;0;0;70;0;0;1345;1460;0;20,8;23,9;0;1;3045;2000,0;0;1;3;21;0;17;0;24,1;00,0;0;0
2020/10/22 13:32:44;18,1;16,7;11,6;7,9;-23;1;0;0;0;70;0;0;1355;1435;0;20,5;24,0;0;18,6;16,2;13,8;12,7;-23;1;0;0;0;40;0;0;1400;0;0;20,7;24,2;0;18,4;16,8;11,8;9,6;-23;1;0;0;0;70;0;0;1340;1460;0;20,8;23,7;0;1;3031;2000,0;0;1;3;22;0;17;0;24,2;00,0;0;0
2020/10/22 13:33:14;17,9;16,4;11,3;7,6;-23;1;0;0;0;70;0;0;1360;1440;0;20,6;24,0;0;18,4;16,1;13,7;12,7;-23;1;0;0;0;40;0;0;1400;0;0;20,7;24,1;0;18,3;16,6;11,5;9,4;-23;1;0;0;0;70;0;0;1335;1455;0;20,8;23,7;0;1;3026;2000,0;0;1;3;22;0;18;0;24,2;00,0;0;0
2020/10/22 13:33:44;17,6;16,3;11,2;7,4;-23;1;0;0;0;70;0;0;1355;1430;0;20,5;24,0;0;18,1;15,9;13,4;12,6;-23;1;0;0;0;40;0;0;1400;0;0;20,7;24,2;0;18,1;16,3;11,2;9,2;-23;1;0;0;0;70;0;0;1340;1455;0;20,8;23,8;0;1;3024;2000,0;0;1;3;23;0;18;0;24,1;00,0;0;0
2020/10/22 13:34:14;17,4;16,1;10,9;7,0;-23;1;0;0;0;70;0;0;1355;1435;0;20,5;24,0;0;18,0;15,6;13,2;12,3;-23;1;0;0;0;40;0;0;1400;0;0;20,7;24,1;0;17,9;16,1;11,2;8,8;-23;1;0;0;0;70;0;0;1340;1460;0;20,8;23,6;0;1;3024;2000,0;0;1;3;23;0;19;0;24,2;00,0;0;0
2020/10/22 13:34:44;17,4;15,9;10,7;6,7;-23;1;0;0;0;70;0;0;1360;1440;0;20,5;24,0;0;17,8;15,5;13,1;12,2;-23;1;0;0;0;40;0;0;1400;0;0;20,7;24,0;0;17,8;15,9;10,9;8,7;-23;1;0;0;0;70;0;0;1335;1460;0;20,8;23,8;0;1;3031;2000,0;0;1;3;24;0;19;0;24,1;00,0;0;0
2020/10/22 13:35:14;17,4;15,6;10,5;6,4;-23;1;0;0;0;70;0;0;1360;1440;0;20,5;23,9;0;17,7;15,3;12,9;11,9;-23;1;0;0;0;40;0;0;1400;0;0;20,7;24,1;0;17,8;15,6;10,6;8,5;-23;1;0;0;0;70;0;0;1340;1460;0;20,8;23,9;0;1;3026;2000,0;0;1;3;24;0;20;0;24,2;00,0;0;0
2020/10/22 13:35:44;16,9;15,4;10,5;6,2;-23;1;0;0;0;70;0;0;1360;1440;0;20,5;23,9;0;17,5;15,1;12,7;11,7;-23;1;0;0;0;40;0;0;1395;0;0;20,7;24,1;0;17,6;15,5;10,5;8,2;-23;1;0;0;0;70;0;0;1340;1460;0;20,8;23,7;0;1;3024;2000,0;0;1;3;25;0;20;0;24,2;00,0;0;0
2020/10/22 13:36:14;16,8;15,3;10,1;5,8;-23;1;0;0;0;70;0;0;1360;1435;0;20,5;23,9;0;17,4;14,9;12,6;11,6;-23;1;0;0;0;40;0;0;1400;0;0;20,7;24,1;0;17,4;15,4;10,4;7,8;-23;1;0;0;0;70;0;0;1345;1460;0;20,8;23,8;0;1;3015;2000,0;0;1;3;25;0;21;0;24,2;00,0;0;0
2020/10/22 13:36:44;16,6;15,0;9,9;5,6;-23;1;0;0;0;70;0;0;1355;1435;0;20,5;24,0;0;17,2;14,7;12,3;11,3;-23;1;0;0;0;40;0;0;1395;0;0;20,7;24,1;0;17,0;15,1;10,0;7,5;-23;1;0;0;0;70;0;0;1340;1455;0;20,9;23,6;0;1;3031;2000,0;0;1;3;26;0;21;0;24,2;00,0;0;0
2020/10/22 13:37:14;16,5;14,9;9,8;5,1;-23;1;0;0;0;70;0;0;1360;1440;0;20,5;23,9;0;17,0;14,5;12,1;11,1;-23;1;0;0;0;40;0;0;1400;0;0;20,7;24,1;0;16,9;14,9;9,8;7,3;-23;1;0;0;0;70;0;0;1340;1455;0;20,8;23,8;0;1;3026;2000,0;0;1;3;26;0;22;0;24,1;00,0;0;0
2020/10/22 13:37:44;16,1;14,8;9,6;4,7;-23;1;0;0;0;70;0;0;1365;1435;0;20,5;24,1;0;16,8;14,4;11,9;11,0;-23;1;0;0;0;40;0;0;1395;0;0;20,7;24,1;0;16,7;14,8;9,6;7,1;-23;1;0;0;0;70;0;0;1335;1455;0;20,9;23,6;0;1;3020;2000,0;0;1;3;27;0;22;0;24,1;00,0;0;0
2020/10/22 13:38:14;16,2;14,7;9,3;4,6;-23;1;0;0;0;70;0;0;1360;1440;0;20,5;23,9;0;16,5;14,1;11,6;10,8;-23;1;0;0;0;40;0;0;1400;0;0;20,7;24,1;0;16,3;14,5;9,5;6,7;-23;1;0;0;0;70;0;0;1340;1460;0;20,9;23,8;0;1;3018;2000,0;0;1;3;27;0;23;0;24,2;00,0;0;0
2020/10/22 13:38:44;15,9;14,5;9,3;4,2;-23;1;0;0;0;70;0;0;1360;1435;0;20,5;23,9;0;16,4;14,0;11,5;10,5;-23;1;0;0;0;40;0;0;1395;0;0;20,7;24,2;0;16,3;14,3;9,1;6,6;-23;1;0;0;0;70;0;0;1340;1455;0;20,9;23,7;0;1;3009;2000,0;0;1;3;28;0;23;0;24,1;00,0;0;0
2020/10/22 13:39:14;15,6;14,1;9,0;4,1;-23;1;0;0;0;70;0;0;1360;1440;0;20,6;24,1;0;16,3;13,9;11,3;10,5;-23;1;0;0;0;40;0;0;1400;0;0;20,8;24,0;0;16,2;14,3;8,9;6,2;-23;1;0;0;0;70;0;0;1335;1455;0;20,9;23,7;0;1;3018;2000,0;0;1;3;28;0;24;0;24,2;00,0;0;0
2020/10/22 13:39:44;15,3;14,1;8,8;3,8;-23;1;0;0;0;70;0;0;1350;1430;0;20,6;23,9;0;16,1;13,5;11,1;10,1;-23;1;0;0;0;40;0;0;1395;0;0;20,7;24,2;0;15,8;14,0;8,8;6,0;-23;1;0;0;0;70;0;0;1335;1455;0;20,9;23,7;0;1;3007;2000,0;0;1;3;29;0;24;0;24,2;00,0;0;0
2020/10/22 13:40:14;15,4;13,9;8,6;3,4;-23;1;0;0;0;70;0;0;1360;1435;0;20,6;24,0;0;15,8;13,4;11,0;10,1;-23;1;0;0;0;40;0;0;1395;0;0;20,7;24,1;0;15,5;13,6;8,5;5,7;-23;1;0;0;0;70;0;0;1335;1455;0;20,9;23,8;0;1;3007;2000,0;0;1;3;29;0;25;0;24,1;00,0;0;0
2020/10/22 13:40:44;15,2;13,8;8,5;3,0;-23;1;0;0;0;70;0;0;1360;1435;0;20,5;23,9;0;15,7;13,4;10,7;9,9;-23;1;0;0;0;40;0;0;1400;0;0;20,7;24,1;0;15,6;13,7;8,3;5,4;-23;1;0;0;0;70;0;0;1340;1460;0;20,9;23,7;0;1;3015;2000,0;0;1;3;30;0;25;0;24,2;00,0;0;0
2020/10/22 13:41:14;15,1;13,6;8,2;2,9;-23;1;0;0;0;70;0;0;1360;1435;0;20,5;24,0;0;15,7;13,0;10,6;9,6;-23;1;0;0;0;40;0;0;1400;0;0;20,7;24,1;0;15,5;13,4;8,2;5,1;-23;1;0;0;0;70;0;0;1345;1460;0;20,9;23,8;0;1;3000;2000,0;0;1;3;30;0;26;0;24,1;00,0;0;0
2020/10/22 13:41:44;15,0;13,3;7,9;2,5;-23;1;0;0;0;70;0;0;1355;1440;0;20,5;24,0;0;15,5;12,8;10,3;9,5;-23;1;0;0;0;40;0;0;1395;0;0;20,8;24,2;0;15,3;13,2;7,8;4,9;-23;1;0;0;0;70;0;0;1340;1460;0;20,8;23,9;0;1;3007;2000,0;0;1;3;31;0;26;0;24,1;00,0;0;0
2020/10/22 13:42:14;14,9;13,3;7,7;2,4;-23;1;0;0;0;70;0;0;1355;1435;0;20,5;24,0;0;15,3;12,7;10,2;9,4;-23;1;0;0;0;40;0;0;1395;0;0;20,8;24,0;0;15,3;13,0;7,7;4,8;-23;1;0;0;0;70;0;0;1340;1455;0;20,8;23,6;0;1;3003;2000,0;0;1;3;31;0;27;0;24,1;00,0;0;0
2020/10/22 13:42:44;14,7;13,0;7,6;2,1;-23;1;0;0;0;70;0;0;1355;1435;0;20,5;23,9;0;15,0;12,4;10,0;9,0;-23;1;0;0;0;40;0;0;1395;0;0;20,8;24,1;0;14,8;13,0;7,7;4,4;-23;1;0;0;0;70;0;0;1335;1455;0;20,9;23,6;0;1;3009;2000,0;0;1;3;32;0;27;0;24,1;00,0;0;0
2020/10/22 13:43:14;14,4;12,9;7,4;1,8;-23;1;0;0;0;70;0;0;1360;1435;0;20,5;23,8;0;14,9;12,4;9,8;8,8;-23;1;0;0;0;40;0;0;1395;0;0;20,8;24,2;0;14,9;12,6;7,4;4,2;-23;1;0;0;0;70;0;0;1335;1455;0;20,9;23,9;0;1;3005;2000,0;0;1;3;32;0;28;0;24,2;00,0;0;0
2020/10/22 13:43:44;14,1;12,8;7,3;1,6;-23;1;0;0;0;70;0;0;1360;1435;0;20,5;24,0;0;14,6;12,2;9,7;8,6;-23;1;0;0;0;40;0;0;1395;0;0;20,8;24,1;0;14,8;12,7;7,2;3,9;-23;1;0;0;0;70;0;0;1340;1455;0;20,9;23,7;0;1;3003;2000,0;0;1;3;33;0;28;0;24,2;00,0;0;0
2020/10/22 13:44:14;14,2;12,5;7,0;1,4;-23;1;0;0;0;70;0;0;1355;1430;0;20,5;24,0;0;14,6;12,0;9,6;8,4;-23;1;0;0;0;40;0;0;1400;0;0;20,8;24,1;0;14,7;12,5;7,0;3,8;-23;1;0;0;0;70;0;0;1340;1460;0;20,9;23,7;0;1;3016;2000,0;0;1;3;33;0;29;0;24,1;00,0;0;0
2020/10/22 13:44:44;13,8;12,3;6,8;1,1;-23;1;0;0;0;70;0;0;1360;1420;0;20,5;24,1;0;14,3;11,8;9,2;8,3;-23;1;0;0;0;40;0;0;1400;0;0;20,8;24,2;0;14,3;12,0;6,7;3,4;-23;1;0;0;0;70;0;0;1335;1450;0;20,8;23,8;0;1;2994;2000,0;0;1;3;34;0;29;0;24,2;00,0;0;0
2020/10/22 13:45:14;13,8;12,3;6,8;0,8;-23;1;0;0;0;70;0;0;1360;1425;0;20,5;24,0;0;14,2;11,6;9,1;8,1;-23;1;0;0;0;40;0;0;1395;0;0;20,8;24,0;0;14,2;12,0;6,4;3,2;-23;1;0;0;0;70;0;0;1335;1455;0;20,8;23,7;0;1;3000;2000,0;0;1;3;34;0;30;0;24,1;00,0;0;0
2020/10/22 13:45:44;13,6;12,1;6,7;0,6;-23;1;0;0;0;70;0;0;1360;1430;0;20,5;23,9;0;14,0;11,4;8,9;7,9;-23;1;0;0;0;40;0;0;1395;0;0;20,8;24,1;0;13,8;11,8;6,3;3,1;-23;1;0;0;0;70;0;0;1335;1455;0;20,9;23,9;0;1;2996;2000,0;0;1;3;35;0;30;0;24,1;00,0;0;0
2020/10/22 13:46:14;13,5;11,9;6,2;0,3;-23;1;0;0;0;70;0;0;1360;1430;0;20,5;23,9;0;13,8;11,2;8,6;7,8;-23;1;0;0;0;40;0;0;1395;0;0;20,8;24,1;0;13,7;11,4;6,1;2,8;-23;1;0;0;0;70;0;0;1340;1450;0;20,9;23,8;0;1;2996;2000,0;0;1;3;35;0;31;0;24,1;00,0;0;0
